Geo_id,City,State,Region,Country,Lat,Lon
782,Wagga Wagga,New South Wales,Oceania,Australia,-35.115,147.3677778
783,Lunel,Languedoc-Roussillon,Central,France,43.6745265,4.1348062
784,Cajazeiras,Paraíba,South,Brazil,-6.8897849,-38.5570389
785,Laiyang,Shandong,North Asia,China,36.9786591,120.7068644
786,Zamora,Castile and León,South,Spain,41.6857693,-5.942315
787,Dallas,Texas,Central,United States,32.7762719,-96.7968559
788,Lagos,Lagos,Africa,Nigeria,6.4550575,3.3941795
789,Ninghai,Shandong,North Asia,China,29.2907774,121.4252252
790,Bogor,Jawa Barat,Southeast Asia,Indonesia,-6.5962986,106.7972421
791,Nancy,Lorraine,Central,France,48.6937223,6.1834097
792,Bello,Antioquia,South,Colombia,6.334997,-75.5582665
793,Chimaltenango,Chimaltenango,Central,Guatemala,14.6539748,-90.9272741
794,Toronto,Ontario,Canada,Canada,43.6534817,-79.3839347
795,El Prat de Llobregat,Catalonia,South,Spain,41.3246333,2.0952568
796,Pematangsiantar,Sumatera Utara,Southeast Asia,Indonesia,3.0015639,99.0832644
797,Albacete,Castile-La Mancha,South,Spain,38.9950921,-1.8559154
798,Santa Clara,Villa Clara,Caribbean,Cuba,22.406628,-79.9651013
799,Maringá,Parana,South,Brazil,-23.425269,-51.9382078
800,Osorno,Los Lagos,South,Chile,-40.5736955,-73.1358091
801,Brindisi,Apulia,South,Italy,40.6358599,17.6884975
802,Doncaster,England,North,United Kingdom,53.5227681,-1.1335312
803,Fremont,Nebraska,Central,United States,37.5482697,-121.988571
804,Santa Catarina,Nuevo León,North,Mexico,25.6745052,-100.4616371
805,Annaba,Annaba,Africa,Algeria,36.8982165,7.7549272
806,Utrecht,Utrecht,Central,Netherlands,52.0907006,5.1215634
807,Nagasaki,Nagasaki,North Asia,Japan,33.1154683,129.7874339
808,Albany,Western Australia,Oceania,Australia,-35.0247822,117.883608
809,Las Pinas,National Capital,Southeast Asia,Philippines,14.4809012,120.9817861
810,Westminster,California,West,United States,39.8366528,-105.0372046
811,Shah Alam,Selangor,Southeast Asia,Malaysia,3.0739429,101.5185278
812,Birmingham,England,North,United Kingdom,52.4796992,-1.9026911
813,Rach Gia,Kiên Giang,Southeast Asia,Vietnam,10.0271632,105.0904813
814,Dongguan,Guangdong,North Asia,China,23.0183568,113.7452332
815,Fontainebleau,Ile-de-France,Central,France,48.4049375,2.7015872
816,Santa Cruz de la Sierra,Santa Cruz,South,Bolivia,-17.7834217,-63.1820853
817,Donets'k,Donetsk,EMEA,Ukraine,48.7354701,39.3599527
818,Jacksonville,North Carolina,South,United States,30.3321838,-81.655651
819,Cardiff,Wales,North,United Kingdom,51.4816546,-3.1791934
820,Spokane,Washington,West,United States,47.6571934,-117.42351
821,Nicolás Romero,México,North,Mexico,19.6342263,-99.3695564
822,Chililabombwe,Copperbelt,Africa,Zambia,-12.3681241,27.8357281
823,Baltimore,Maryland,East,United States,39.2908816,-76.610759
824,Nanterre,Ile-de-France,Central,France,48.8924273,2.2071267
825,Shihezi,Xinjiang Uygur,North Asia,China,44.3017013,86.0775574
826,Carrefour,Ouest,Caribbean,Haiti,18.5345373,-72.4092495
827,Brasov,Brasov,EMEA,Romania,45.6525105,25.6105654
828,Vichy,Auvergne,Central,France,46.124017,3.4203658
829,Kure,Hiroshima,North Asia,Japan,34.2484488,132.5652498
830,Derby,England,North,United Kingdom,52.9142235,-1.4719885
831,Arnhem,Gelderland,Central,Netherlands,51.984257,5.9108573
832,Aprilia,Lazio,South,Italy,41.5942016,12.6485765
833,Waitakere,Auckland,Oceania,New Zealand,-41.9835513,171.4920839
834,Fargo,North Dakota,Central,United States,46.877229,-96.789821
835,Aurora,Colorado,West,United States,41.7571701,-88.3147539
836,Hanoi,Thủ Dô Hà Nội,Southeast Asia,Vietnam,21.0283334,105.854041
837,Genk,Limburg,Central,Belgium,50.9654864,5.5001456
838,Castanhal,Pará,South,Brazil,-1.2927031,-47.9223903
839,Villeurbanne,Rhône-Alpes,Central,France,45.7733573,4.8868454
840,La Spezia,Liguria,South,Italy,44.238366,9.6912326
841,Jiangyan,Jiangsu,North Asia,China,32.5112693,120.1231831
842,Wilmington,Delaware,East,United States,39.7459468,-75.546589
843,Fairfield,Connecticut,East,United States,39.7886111,-82.6418883
844,Littlehampton,England,North,United Kingdom,50.8095801,-0.5424424
845,Padang,Sumatera Barat,Southeast Asia,Indonesia,-0.9247587,100.3632561
846,Yunyang,Henan,North Asia,China,31.0333358,108.8624984
847,Fatehpur,Rajasthan,Central Asia,India,25.8348023,80.9154547
848,Changshu,Jiangsu,North Asia,China,31.6572954,120.7480757
849,Quevedo,Los Rios,South,Ecuador,-1.0669701,-79.4776812
850,Changzhou,Jiangsu,North Asia,China,31.8122623,119.9691539
851,Sakaka,Al Jawf,EMEA,Saudi Arabia,29.9784008,40.2047701
852,Saint-Dizier,Champagne-Ardenne,Central,France,48.6371125,4.9473513
853,Stourbridge,England,North,United Kingdom,52.4577615,-2.1474345
854,Presidente Dutra,Maranhão,South,Brazil,-11.2959181,-41.9871566
855,El Paso,Texas,Central,United States,31.7601164,-106.4870404
856,Bognor Regis,England,North,United Kingdom,50.7834973,-0.6730718
857,Xuzhou,Jiangsu,North Asia,China,34.2665258,117.1810431
858,Ninghai,Zhejiang,North Asia,China,29.2907774,121.4252252
859,Bridgetown,Saint Michael,Caribbean,Barbados,13.0977832,-59.6184184
860,Fort Lauderdale,Florida,South,United States,26.1223084,-80.1433786
861,Beauvais,Picardy,Central,France,49.4300997,2.0823355
862,South Shields,England,North,United Kingdom,54.9987414,-1.4321848
863,Manchester,Connecticut,East,United States,42.9956397,-71.4547891
864,Nuevo Laredo,Tamaulipas,North,Mexico,27.4930246,-99.507425
865,Kano,Kano,Africa,Nigeria,11.9939978,8.5219738
866,Dewas,Madhya Pradesh,Central Asia,India,22.8057498,76.2940408
867,Puertollano,Castile-La Mancha,South,Spain,38.6852161,-4.1111749
868,Lawrence,Massachusetts,East,United States,38.9719137,-95.2359403
869,Bonn,North Rhine-Westphalia,Central,Germany,50.7352621,7.1024635
870,Danville,California,West,United States,40.125222,-87.6304614
871,Arles,Provence-Alpes-Côte d'Azur,Central,France,43.6776223,4.6309653
872,Murcia,Murcia,South,Spain,37.9923795,-1.1305431
873,Fes,Fès-Boulemane,Africa,Morocco,34.0346534,-5.0161926
874,Farnborough,England,North,United Kingdom,51.2918693,-0.7539836
875,Suining,Sichuan,North Asia,China,30.5061493,105.574542
876,Herne,North Rhine-Westphalia,Central,Germany,51.5380394,7.219985
877,Ciego de Ávila,Ciego de Ávila,Caribbean,Cuba,21.7476686,-78.729558
878,Arkhangelsk,Arkhangel'sk,EMEA,Russia,64.543022,40.537121
879,Ljubljana,Ljubljana,EMEA,Slovenia,46.0500268,14.5069289
880,Marion,Ohio,East,United States,32.7931661,-94.344488
881,Mount Isa,Queensland,Oceania,Australia,-20.7289898,139.4931522
882,Nizhyn,Chernihiv,EMEA,Ukraine,51.0464747,31.8806289
883,Bamako,Bamako,Africa,Mali,12.6132655,-7.9847391
884,Montevideo,Montevideo,South,Uruguay,-34.9058916,-56.1913095
885,Tepic,Nayarit,North,Mexico,21.5119156,-104.8915889
886,Dnipropetrovs'k,Dnipropetrovs'k,EMEA,Ukraine,47.9064756,33.3465796
887,Gorakhpur,Uttar Pradesh,Central Asia,India,26.6677977,83.3642334
888,Catania,Sicily,South,Italy,37.5023612,15.0873718
889,Grigny,Ile-de-France,Central,France,50.3856239,2.065831
890,Yibin,Sichuan,North Asia,China,28.58689,104.718661
891,Mahajanga,Boeny,Africa,Madagascar,-15.7181492,46.3172577
892,Saida,Saida,Africa,Algeria,34.743349,0.2440764
893,Cergy,Ile-de-France,Central,France,49.0527528,2.0388736
894,Arzgir,Stavropol',EMEA,Russia,45.369194,44.212685
895,Mentougou,Beijing,North Asia,China,39.9389127,116.09504
896,Nampula,Nampula,Africa,Mozambique,-14.966969,39.2707752
897,Edmonds,Washington,West,United States,47.8105738,-122.3774952
898,Traralgon,Victoria,Oceania,Australia,-38.1946636,146.5381646
899,Vinnytsya,Vinnytsya,EMEA,Ukraine,49.2394952,28.5113787
900,Evanston,Illinois,Central,United States,42.0693991,-87.682932
901,Bossier City,Louisiana,South,United States,32.515887,-93.7336536
902,Timaru,Canterbury,Oceania,New Zealand,-44.3930254,171.2509786
903,Libourne,Aquitaine,Central,France,44.9133742,-0.2427217
904,Tampa,Florida,South,United States,27.9477595,-82.458444
905,Ashdod,Southern,EMEA,Israel,31.7977314,34.6529922
906,Patrocínio,Minas Gerais,South,Brazil,-18.9408294,-46.9926624
907,Slough,England,North,United Kingdom,51.5111014,-0.5940682
908,Rennes,Brittany,Central,France,48.1113387,-1.6800198
909,Datong,Shanxi,North Asia,China,40.0919817,113.2951122
910,Oberhausen,North Rhine-Westphalia,Central,Germany,51.4696137,6.8514435
911,Chipata,Eastern,Africa,Zambia,-13.6391314,32.6458437
912,Galati,Galati,EMEA,Romania,45.4338215,28.0549395
913,Toowoomba,Queensland,Oceania,Australia,-27.5610193,151.953351
914,Bry-sur-Marne,Ile-de-France,Central,France,48.8352872,2.5193322
915,Balneário Camboriú,Santa Catarina,South,Brazil,-26.9924395,-48.6339782
916,Dreux,Centre,Central,France,48.7358807,1.3684254
917,Toulouse,Midi-Pyrénées,Central,France,43.6044638,1.4442433
918,Benghazi,Banghazi,Africa,Libya,32.1200168,20.0812174
919,Bacoor,Calabarzon,Southeast Asia,Philippines,14.458816,120.959579
920,Nanning,Guangxi,North Asia,China,22.8193063,108.3627211
921,Bari,Apulia,South,Italy,41.1257843,16.8620293
922,Xining,Qinghai,North Asia,China,36.824463,101.440811
923,Tabuk,Tabuk,EMEA,Saudi Arabia,28.3251866,37.6328648
924,Guiyang,Guizhou,North Asia,China,26.6499922,106.6246178
925,Durango,Durango,North,Mexico,24.833333,-104.833333
926,Kenosha,Wisconsin,Central,United States,42.5846773,-87.8212263
927,Tokyo,Tokyo,North Asia,Japan,35.6768601,139.7638947
928,Bene Beraq,Tel Aviv,EMEA,Israel,32.0873899,34.8324376
929,Rotherham,England,North,United Kingdom,53.4310417,-1.355187
930,Cork,Cork,North,Ireland,51.8985136,-8.4726423
931,Columbus,Indiana,Central,United States,39.9622601,-83.0007065
932,Roodepoort,Gauteng,Africa,South Africa,-26.0979744,27.8831301
933,Fontaine,Rhône-Alpes,Central,France,45.1950183,5.6869624
934,Rabat,Rabat-Salé-Zemmour-Zaer,Africa,Morocco,34.0218454,-6.8408929
935,Temecula,California,West,United States,33.4946353,-117.147366
936,José Bonifácio,São Paulo,South,Brazil,-21.055062,-49.689233
937,Lusaka,Lusaka,Africa,Zambia,-15.4163395,28.2818414
938,Basra,Al Basrah,EMEA,Iraq,30.4952371,47.8090981
939,Apple Valley,California,West,United States,44.7319094,-93.21772
940,Meizhou,Guangdong,North Asia,China,24.2918414,116.1171428
941,Guasave,Sinaloa,North,Mexico,25.5046381,-108.5399603
942,Richardson,Texas,Central,United States,32.9481789,-96.7297206
943,Santana de Parnaíba,São Paulo,South,Brazil,-23.4446715,-46.9167722
944,Montgomery,Alabama,South,United States,32.37742,-86.3091683
945,Austin,Texas,Central,United States,30.2711286,-97.7436995
946,Upper Hutt,Wellington,Oceania,New Zealand,-41.1240674,175.0699589
947,Neuilly-sur-Seine,Ile-de-France,Central,France,48.884683,2.2695658
948,Faridabad,Haryana,Central Asia,India,28.4031478,77.3105561
949,Fairfield,California,West,United States,39.7886111,-82.6418883
950,Santa Ana,Santa Ana,Central,El Salvador,13.9947753,-89.5566069
951,Mwanza,Mwanza,Africa,Tanzania,-2.5196915,32.9014417
952,Orem,Utah,West,United States,40.2981599,-111.6944313
953,Petapa,Guatemala,Central,Guatemala,14.4976914,-90.5560333
954,Newport News,Virginia,South,United States,36.9775016,-76.42977
955,Miramas,Provence-Alpes-Côte d'Azur,Central,France,43.582733,5.0025809
956,Mabopane,Gauteng,Africa,South Africa,-25.5080556,28.0680556
957,David,Chiriquí,Central,Panama,8.4371469,-82.4286281
958,Dos Hermanas,Andalusía,South,Spain,37.283689,-5.9226718
959,Villa Frontera,Coahuila,North,Mexico,25.6970064,-100.4399023
960,Franklin,Massachusetts,East,United States,33.2002659,-95.2231752
961,Suzhou,Jiangsu,North Asia,China,31.311123,120.6212881
962,Hartlepool,England,North,United Kingdom,54.6857276,-1.2093696
963,Orizaba,Veracruz,North,Mexico,18.8497366,-97.1060062
964,Lázaro Cárdenas,Michoacán,North,Mexico,17.9594769,-102.198659
965,Busan,Busan,North Asia,South Korea,35.1799528,129.0752365
966,Pearland,Texas,Central,United States,29.5639758,-95.2864299
967,Holguín,Holguín,Caribbean,Cuba,20.8869704,-76.2591995
968,Korba,Chhattisgarh,Central Asia,India,22.5198217,82.6350029
969,Carcassonne,Languedoc-Roussillon,Central,France,43.2130358,2.3491069
970,Villach,Carinthia,Central,Austria,46.6167284,13.8500268
971,Altamura,Apulia,South,Italy,40.8543354,16.566605
972,Longmont,Colorado,West,United States,40.1672117,-105.101928
973,Ezhou,Hubei,North Asia,China,30.3925379,114.8898988
974,Escuintla,Escuintla,Central,Guatemala,14.1921288,-91.0263791
975,Gujranwala,Punjab,Central Asia,Pakistan,32.1525312,74.1933745
976,Anantapur,Andhra Pradesh,Central Asia,India,14.72422,77.4306738
977,Qom,Qom,EMEA,Iran,34.6422939,50.8801184
978,Jiaozuo,Henan,North Asia,China,35.1375,113.143889
979,Hildesheim,Lower Saxony,Central,Germany,52.1527188,9.9518083
980,Sunderland,England,North,United Kingdom,54.9058512,-1.3828727
981,Al Mahallah al Kubra,Al Gharbiyah,Africa,Egypt,30.9723517,31.1683002
982,La Plata,Provincia de Buenos Aires,South,Argentina,-34.9206797,-57.9537638
983,Landskrona,Skåne,North,Sweden,55.8698007,12.8296734
984,Helsinki,Uusimaa,North,Finland,60.1698897,24.9384719
985,Las Vegas,Nevada,West,United States,36.1674263,-115.1484131
986,Budapest,Budapest,EMEA,Hungary,47.4813896,19.1460941
987,Bath,England,North,United Kingdom,51.3813864,-2.3596963
988,Lome,Maritime,Africa,Togo,6.130419,1.215829
989,Ferrara,Emilia-Romagna,South,Italy,44.7667642,11.827939
990,Gateshead,England,North,United Kingdom,54.9625789,-1.6019294
991,Saint-Louis,Alsace,Central,France,48.7160783,7.1884164
992,Montreuil,Ile-de-France,Central,France,50.4638918,1.7631125
993,Plainfield,New Jersey,East,United States,41.6086711,-88.2054345
994,Itamaraju,Bahia,South,Brazil,-17.0340092,-39.5315525
995,Villeneuve-d'Ascq,Nord-Pas-de-Calais,Central,France,50.6193174,3.1314002
996,Mathura,Uttar Pradesh,Central Asia,India,27.4955539,77.6855554
997,Wilhelmshaven,Lower Saxony,Central,Germany,53.5278793,8.106301
998,Hurghada,Al Bahr Al Ahmar,Africa,Egypt,27.222556,33.8307062
999,Gaya,Bihar,Central Asia,India,24.679389,85.0115833
1000,Arusha,Arusha,Africa,Tanzania,-3.3696827,36.6880794
1001,Ibirité,Minas Gerais,South,Brazil,-20.0214251,-44.0621506
1002,Guadalajara,Jalisco,North,Mexico,20.6720375,-103.338396
1003,Ciudad del Carmen,Campeche,North,Mexico,18.651739,-91.81492
1004,Kolhapur,Maharashtra,Central Asia,India,16.7028412,74.2405329
1005,Valles,San Luis Potosí,North,Mexico,22.1433034,-100.9052804
1006,Beverly,Massachusetts,East,United States,42.5489744,-70.8781883
1007,Buffalo,New York,East,United States,42.8867166,-78.8783922
1008,Kassel,Hesse,Central,Germany,51.3157833,9.4978479
1009,Greensboro,North Carolina,South,United States,36.0726355,-79.7919754
1010,La Vega,La Vega,Caribbean,Dominican Republic,19.2083404,-70.4584504
1011,Nouakchott,Nouakchott,Africa,Mauritania,18.0792379,-15.9780071
1012,Saint-Louis,Saint-Louis,Africa,Senegal,16.0280445,-16.5048686
1013,Santa Marta,Magdalena,South,Colombia,11.2320944,-74.1950916
1014,Córdoba,Córdoba,South,Argentina,-31.4166867,-64.1834193
1015,George,Western Cape,Africa,South Africa,-33.9597212,22.4587148
1016,Sindelfingen,Baden-Württemberg,Central,Germany,48.7084162,9.0035455
1017,Kawaguchi,Chiba,North Asia,Japan,35.8078228,139.7241054
1018,Villa Canales,Guatemala,Central,Guatemala,14.483333,-90.533333
1019,Zunyi,Guizhou,North Asia,China,27.6912954,106.9155974
1020,Wuchang,Heilongjiang,North Asia,China,30.5566998,114.3109847
1021,Hermosillo,Sonora,North,Mexico,29.0948207,-110.9692202
1022,Douai,Nord-Pas-de-Calais,Central,France,50.3675677,3.0804641
1023,Fukuyama,Hiroshima,North Asia,Japan,34.4857039,133.3623097
1024,Dabrowa Gornicza,Silesia,EMEA,Poland,50.369624,19.2890465
1025,Essen,North Rhine-Westphalia,Central,Germany,51.4582235,7.0158171
1026,Gresham,Oregon,West,United States,45.4978623,-122.4329883
1027,Santiago de Compostela,Galicia,South,Spain,42.8804219,-8.5458608
1028,Paraparaumu,Wellington,Oceania,New Zealand,-40.9144636,175.0061963
1029,San Juan,San Juan,South,Argentina,-30.7054363,-69.1988222
1030,Manaus,Amazonas,South,Brazil,-3.1316333,-59.9825041
1031,Mantes-la-Jolie,Ile-de-France,Central,France,48.9891971,1.7140683
1032,Glasgow,Scotland,North,United Kingdom,55.861155,-4.2501687
1033,Reno,Nevada,West,United States,39.5261788,-119.812658
1034,Pontivy,Brittany,Central,France,48.0647729,-2.9675702
1035,Tauranga,Bay of Plenty,Oceania,New Zealand,-37.6859006,176.167505
1036,The Hague,South Holland,Central,Netherlands,52.0799838,4.3113461
1037,Karlstad,Värmland,North,Sweden,59.3809146,13.5027631
1038,Rajkot,Gujarat,Central Asia,India,22.3053263,70.8028377
1039,Satna,Madhya Pradesh,Central Asia,India,24.6954445,80.7770348
1040,Yulin,Shaanxi,North Asia,China,38.2851657,109.7290619
1041,Manzanillo,Granma,Caribbean,Cuba,20.3454054,-77.1201225
1042,Karbala',Karbala',EMEA,Iraq,32.5984057,44.0157931
1043,Hrodna,Hrodna,EMEA,Belarus,53.6834599,23.8342648
1044,Clarksville,Tennessee,South,United States,36.5277607,-87.3588703
1045,Guangshui,Hubei,North Asia,China,31.6838156,113.8407641
1046,Bikaner,Rajasthan,Central Asia,India,28.0159286,73.3171367
1047,Indore,Madhya Pradesh,Central Asia,India,22.7203616,75.8681996
1048,Wigan,England,North,United Kingdom,53.5457188,-2.6264624
1049,Beykoz,Istanbul,EMEA,Turkey,41.1343001,29.0920378
1050,Le Cannet,Provence-Alpes-Côte d'Azur,Central,France,43.5761076,7.0191865
1051,Columbia,South Carolina,South,United States,34.000754,-81.0352313
1052,Tirupati,Andhra Pradesh,Central Asia,India,13.6316368,79.4231711
1053,Manizales,Caldas,South,Colombia,5.0743694,-75.5081167
1054,Leicester,England,North,United Kingdom,52.6362,-1.1331969
1055,Luanda,Luanda,Africa,Angola,-8.8272699,13.2439512
1056,Mbandaka,Equateur,Africa,Democratic Republic of the Congo,0.0470732,18.2564803
1057,Cuernavaca,Morelos,North,Mexico,18.9331321,-99.2599579
1058,San Pedro Sula,Cortés,Central,Honduras,15.5053535,-88.0250839
1059,Jinjiang,Fujian,North Asia,China,24.784435,118.5477505
1060,Zhaoqing,Guangdong,North Asia,China,23.0501661,112.4603629
1061,Broken Arrow,Oklahoma,Central,United States,36.0525993,-95.7908195
1062,Ponferrada,Castile and León,South,Spain,42.5454124,-6.5938719
1063,Lawrence,Indiana,Central,United States,38.9719137,-95.2359403
1064,Blenheim,Marlborough,Oceania,New Zealand,-41.5118691,173.9545856
1065,Rillieux-la-Pape,Rhône-Alpes,Central,France,45.823514,4.8994366
1066,Drancy,Ile-de-France,Central,France,48.9229803,2.4455201
1067,Luohe,Henan,North Asia,China,33.5826865,114.0107357
1068,Spijkenisse,South Holland,Central,Netherlands,51.8464881,4.3287681
1069,Nzerekore,Nzérékoré,Africa,Guinea,8.3925728,-8.8572519
1070,Zaria,Kaduna,Africa,Nigeria,11.0248119,7.6518533
1071,Bielefeld,North Rhine-Westphalia,Central,Germany,52.0191005,8.531007
1072,Stains,Ile-de-France,Central,France,48.9565669,2.3825154
1073,San Francisco de Macorís,Duarte,Caribbean,Dominican Republic,19.2972812,-70.2533206
1074,Colorado Springs,Colorado,West,United States,38.8339578,-104.825348
1075,São Luís,Maranhão,South,Brazil,-2.5295265,-44.2963942
1076,Bagnolet,Ile-de-France,Central,France,48.8688199,2.4173658
1077,Qitaihe,Heilongjiang,North Asia,China,45.7703578,131.0066556
1078,Meerut,Uttar Pradesh,Central Asia,India,29.0018557,77.7679671
1079,Shumen,Shumen,EMEA,Bulgaria,43.3088188,27.0197261
1080,Ponte Nova,Minas Gerais,South,Brazil,-20.4164353,-42.90878
1081,Jinhua,Zhejiang,North Asia,China,29.1080344,119.6486487
1082,Kaduna,Kaduna,Africa,Nigeria,10.5182899,7.4359863
1083,Breda,North Brabant,Central,Netherlands,51.5887845,4.7760237
1084,Valladolid,Castile and León,South,Spain,41.6521807,-4.728605
1085,Fuengirola,Andalusía,South,Spain,36.5388398,-4.6233974
1086,Charleroi,Hainaut,Central,Belgium,50.4116233,4.444528
1087,Oran,Oran,Africa,Algeria,35.7044415,-0.6502981
1088,Kigali,Kigali,Africa,Rwanda,-1.8859597,30.1296751
1089,Adana,Adana,EMEA,Turkey,36.9863599,35.3252861
1090,Nova Serrana,Minas Gerais,South,Brazil,-19.875834,-44.984166
1091,Clermont-Ferrand,Auvergne,Central,France,45.7774551,3.0819427
1092,Guadalajara,Castile-La Mancha,South,Spain,40.7399963,-2.50593
1093,Oklahoma City,Oklahoma,Central,United States,35.4729886,-97.5170536
1094,Santa Helena,Maranhão,South,Brazil,-24.8591735,-54.3328813
1095,Great Falls,Montana,West,United States,47.5048851,-111.29189
1096,Belo Horizonte,Minas Gerais,South,Brazil,-19.9227318,-43.9450948
1097,North York,Ontario,Canada,Canada,43.7543217,-79.4491057
1098,Lakeville,Minnesota,Central,United States,44.650051,-93.2432791
1099,Atakpame,Plateaux,Africa,Togo,7.5320603,1.1219479
1100,Amadora,Lisboa,South,Portugal,38.758959,-9.2365233
1101,Pekanbaru,Riau,Southeast Asia,Indonesia,0.5262455,101.4515727
1102,Louisville,Colorado,West,United States,38.2542376,-85.759407
1103,Smyrna,Georgia,South,United States,39.2998339,-75.6046494
1104,Saint Cloud,Minnesota,Central,United States,45.5616075,-94.1642004
1105,Jamundí,Valle del Cauca,South,Colombia,3.2618357,-76.5407975
1106,Foumban,Ouest,Africa,Cameroon,5.7282262,10.8971603
1107,Jilin,Jilin,North Asia,China,43.5825834,126.1266177
1108,Versailles,Ile-de-France,Central,France,48.8035403,2.1266886
1109,Lorca,Murcia,South,Spain,37.6711989,-1.6988592
1110,Langenhagen,Lower Saxony,Central,Germany,52.443118,9.738994
1111,Caucaia,Ceará,South,Brazil,-3.7300563,-38.6593082
1112,Borujerd,Lorestan,EMEA,Iran,33.8943281,48.7560936
1113,Bradford,England,North,United Kingdom,53.7944229,-1.7519186
1114,Fortaleza,Ceará,South,Brazil,-3.7304512,-38.5217989
1115,Anyang,Gyeonggi,North Asia,South Korea,37.3938528,126.9570605
1116,Apodaca,Nuevo León,North,Mexico,25.7871006,-100.1850769
1117,Parbhani,Maharashtra,Central Asia,India,19.2901981,76.6026443
1118,Kita-ku,Osaka,North Asia,Japan,34.712209,135.50565
1119,Likasi,Katanga,Africa,Democratic Republic of the Congo,-10.9891601,26.7397418
1120,Bom Jesus da Lapa,Bahia,South,Brazil,-13.2498754,-43.4101019
1121,Arlington,Virginia,South,United States,32.7355816,-97.1071186
1122,Appleton,Wisconsin,Central,United States,44.2613967,-88.4069744
1123,Apopa,San Salvador,Central,El Salvador,13.8013036,-89.1790784
1124,Asti,Piedmont,South,Italy,44.8260127,8.2026863
1125,Mauá,São Paulo,South,Brazil,-23.6669527,-46.4616922
1126,Ranchi,Jharkhand,Central Asia,India,23.3700501,85.3250387
1127,Newcastle,Kwazulu-natal,Africa,South Africa,-27.7544581,29.932561
1128,Geneva,Geneva,Central,Switzerland,46.2017559,6.1466014
1129,Hautmont,Nord-Pas-de-Calais,Central,France,50.2513704,3.9200611
1130,Offenburg,Baden-Württemberg,Central,Germany,48.4695984,7.9429235
1131,Ananindeua,Pará,South,Brazil,-1.374035,-48.4016623
1132,Nagercoil,Tamil Nadu,Central Asia,India,8.1880471,77.4290492
1133,Iguala,Guerrero,North,Mexico,18.3466358,-99.5376944
1134,Portland,Oregon,West,United States,45.5202471,-122.674194
1135,Comodoro Rivadavia,Chubut,South,Argentina,-45.8632024,-67.4752615
1136,Nizamabad,Telangana,Central Asia,India,18.6732693,78.0978477
1137,Meriden,Connecticut,East,United States,41.5381535,-72.8070435
1138,Resistencia,Chaco,South,Argentina,-27.6048829,-59.1932003
1139,Bijie,Guizhou,North Asia,China,27.2150032,105.215166
1140,Niamey,Niamey,Africa,Niger,13.524834,2.109823
1141,Bourges,Centre,Central,France,47.0811658,2.399125
1142,Great Yarmouth,England,North,United Kingdom,52.6071742,1.7314845
1143,Lyon,Rhône-Alpes,Central,France,45.7578137,4.8320114
1144,Nashville,Tennessee,South,United States,36.1622767,-86.7742984
1145,Draguignan,Provence-Alpes-Côte d'Azur,Central,France,43.5374662,6.4627333
1146,Jiutepec,Morelos,North,Mexico,18.8863894,-99.1701224
1147,Hamm,North Rhine-Westphalia,Central,Germany,50.0165178,6.4184628
1148,Tucson,Arizona,West,United States,32.2228765,-110.974847
1149,Bareilly,Uttar Pradesh,Central Asia,India,28.4582344,79.4047452
1150,Mamak,Ankara,EMEA,Turkey,39.9310503,32.9122882
1151,Sannois,Ile-de-France,Central,France,48.9717267,2.2568296
1152,Toluca,México,North,Mexico,19.292545,-99.6569007
1153,Linz,Upper Austria,Central,Austria,48.3059078,14.286198
1154,Dubuque,Iowa,Central,United States,42.5006243,-90.6647985
1155,Port Moresby,National Capital,Oceania,Papua New Guinea,-9.4743301,147.1599504
1156,Coventry,England,North,United Kingdom,52.4081812,-1.510477
1157,Kerman,Kerman,EMEA,Iran,29.571858,57.301047
1158,Lakewood,Ohio,East,United States,39.7085736,-105.0846694
1159,La Ceiba,Atlántida,Central,Honduras,15.7833743,-86.7917749
1160,Port Macquarie,New South Wales,Oceania,Australia,-31.4299499,152.9103525
1161,Nelson,Nelson,Oceania,New Zealand,-41.2710849,173.2836756
1162,Gdansk,Pomerania,EMEA,Poland,54.3482907,18.6540233
1163,Puducherry,Puducherry,Central Asia,India,10.9156489,79.8069488
1164,Little Rock,Arkansas,South,United States,34.7465071,-92.2896267
1165,Changwon,Gyeongsangnam,North Asia,South Korea,35.227956,128.6818586
1166,Remscheid,North Rhine-Westphalia,Central,Germany,51.1798706,7.1943544
1167,Exeter,England,North,United Kingdom,50.7256138,-3.5269209
1168,Leshan,Sichuan,North Asia,China,29.2233495,103.5966083
1169,Chinautla,Guatemala,Central,Guatemala,14.7422136,-90.4830554
1170,Saint-Ouen,Ile-de-France,Central,France,50.03683,2.1223737
1171,Le Plessis-Robinson,Ile-de-France,Central,France,48.7811049,2.2619632
1172,Harrow,England,North,United Kingdom,51.5968271,-0.3373046
1173,Echirolles,Rhône-Alpes,Central,France,45.1481694,5.718687
1174,Casoria,Campania,South,Italy,40.9045572,14.2901223
1175,Griffith,New South Wales,Oceania,Australia,-34.334545,146.0081042
1176,Barra Mansa,Rio de Janeiro,South,Brazil,-22.4852784,-44.19707
1177,Copenhagen,Hovedstaden,North,Denmark,55.6867243,12.5700724
1178,Naperville,Illinois,Central,United States,41.7728699,-88.1479278
1179,Saint-Genis-Laval,Rhône-Alpes,Central,France,45.6950021,4.7928827
1180,Ibagué,Tolima,South,Colombia,4.4386033,-75.2108857
1181,Tirunelveli,Tamil Nadu,Central Asia,India,8.7284271,77.7112925
