Quantity,Profit,Shipping_Cost,Discount,Order_Priority,mmonthN,Sales,Markets,Category_Office_Supplies,Category_Technology,Sub-Category_Appliances,Sub-Category_Art,Sub-Category_Binders,Sub-Category_Bookcases,Sub-Category_Chairs,Sub-Category_Copiers,Sub-Category_Envelopes,Sub-Category_Fasteners,Sub-Category_Furnishings,Sub-Category_Labels,Sub-Category_Machines,Sub-Category_Paper,Sub-Category_Phones,Sub-Category_Storage,Sub-Category_Supplies,Sub-Category_Tables,Segment_Corporate,Segment_Home_Office
3,4.87020785220855,3.1179499231574317,0.0,1,4,5.781884824489945,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4.242714229608383,4.448282469722514,0.2000000029802322,1,4,6.665632789062196,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,1.2009281703516448,0.7080357789599867,0.0,0,7,1.8373700138890796,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,1.6282596254954234,1.6992785780777009,0.2000000029802322,0,7,2.4782176680377024,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,4.536561544177137,4.358118097436206,0.0,0,7,5.351526290155722,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.9822282827107797,0.22314355131420976,0.2000000029802322,3,8,1.7241941143606303,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0.4679390073073204,0.18232155927748145,0.0,3,12,1.1662709490257166,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2.134119128974906,1.2781521785919174,0.0,3,12,2.804571795802497,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,2.8563552983063554,1.7351891311953829,0.0,3,12,3.622739614929609,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,2.5658720150607928,1.5623463009016154,0.2000000029802322,3,12,3.6365329496235144,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-6.972015631856867,4.853591520681906,0.699999988079071,3,12,7.377171272224746,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3.2155463135826388,1.7281094624785824,0.0,3,5,3.90821579465578,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2.2887295522734092,1.1568812177849161,0.2000000029802322,3,9,3.236637152648023,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,3.39645280398781,1.3190856139763718,0.0,3,9,4.133565299828569,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2,6.111447377694692,5.814906379331643,0.0,0,12,6.908734779583509,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3,1.808485490150093,0.6678293664623585,0.2000000029802322,3,12,2.815169175715372,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2,-2.7474631834112864,1.90061388269327,0.2000000029802322,3,10,4.24448723816047,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2,2.3261648697558313,2.6122732541046934,0.2000000029802322,3,10,4.66893340322202,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6,0.26420871084753467,0.5877866715248573,0.0,1,5,2.1471001834690178,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3,3.0429258938592154,2.7675761852085703,0.2000000029802322,3,11,5.1844765261862396,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,2.090059979067783,0.5822156318401899,0.0,3,9,2.7382560456267386,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,3.036279053204155,1.8082887555452603,0.0,3,9,4.173771681759713,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,3.9794947519222346,2.148267752640187,0.0,3,9,4.663250428739777,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5,-2.5208367086546875,0.698134717326336,0.6000000238418579,3,12,2.757475098952692,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,-1.9241902327950247,0.3001045880351792,0.800000011920929,3,12,1.538156688717479,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4.422890223788054,3.173459935789306,0.0,2,2,5.652208486238238,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,5.588940095464312,4.503137494218707,0.0,2,2,7.14663039482613,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1.0155204942524796,0.7080357789599867,0.0,2,2,1.899117961850743,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.1665824044152948,0.5822156318401899,0.0,1,9,2.0412203040888763,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1.8188557219926205,0.7975072087716788,0.0,1,9,2.4647039619332216,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3.0916241121926857,1.7595805610152038,0.0,1,9,3.8433158139559684,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,2.3064774636308067,0.8754687274197924,0.0,3,11,3.0277153009339317,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,3.934175789175006,4.763369795451191,0.2000000029802322,3,10,6.352280882273247,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,-1.985954667696015,0.3148107433205967,0.800000011920929,3,10,1.5243156606787187,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,4.04785373162294,4.448516375942715,0.2000000029802322,1,6,6.467909862708056,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,-1.7037657588493584,0.662687971846275,0.699999988079071,1,6,1.9641709983551805,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,2.1111339679012135,1.226712316465715,0.2000000029802322,1,6,3.0789698749320684,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3,4.803586512601707,3.4219798934456174,0.0,3,1,6.144571809927385,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7,4.453691308066169,2.930660264596731,0.0,3,12,5.223917063696602,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6,2.841764904916967,0.8960880440193766,0.0,3,2,3.6076694276503023,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2,1.4990872104049666,0.09531018115897587,0.0,3,11,2.227861518023453,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,2.8718569565949563,0.7839015699564725,0.0,3,12,3.5559193399291984,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3,6.3243123645634585,4.369194698362093,0.0,3,12,7.144288764143636,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4.448457926826201,3.4861510828703075,0.2000000029802322,3,12,6.5176122194295925,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,-5.211407829853687,2.6085981165124394,0.6000000238418579,3,11,5.03017649319605,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,0.0,4.237434343179513,0.3000000119209289,0,12,6.048848629927216,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0.985219616125165,1.9416151946708038,0.2000000029802322,0,12,3.5429284215831447,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6,-4.5411605776858375,3.3275508716062854,0.3000000119209289,3,7,5.948337808377076,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-1.9219979420215119,3.7440776254082153,0.3000000119209289,3,7,6.0147464018040875,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1.5621785941066852,0.5596157879354227,0.2000000029802322,3,7,2.498809573140131,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,3.911907031906602,3.19129904454962,0.2000000029802322,3,7,6.078797534006867,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,1.9462672363235594,1.5454325946587122,0.2000000029802322,3,7,4.242764545416827,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,0.6941466680312873,0.5007752734628783,0.2000000029802322,1,6,2.199000753889909,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,-2.580822720481051,1.2809338189711108,0.699999988079071,1,6,2.960726678577328,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,2.3097592520503976,1.6882490646536041,0.2000000029802322,1,6,3.292869507610626,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,1.3579977819781046,0.22314355131420976,0.2000000029802322,3,4,2.193662678538608,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5,3.754128627276766,3.074081201165457,0.2000000029802322,3,8,6.322493463514177,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4,3.7394775119541035,3.1276373310607575,0.0,3,2,4.926673793639174,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3,2.47494044887355,1.8671760760849339,0.0,2,12,3.61818872577353,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.7265819368163974,1.2325602806405895,0.2000000029802322,1,11,2.895248698701457,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,4.532550023919971,3.6378492388425983,0.2000000029802322,1,6,5.771391305032612,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,6.048577149623,4.844423269425803,0.0,3,9,7.433099026360727,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2.0620410255440476,0.7129497891566283,0.0,3,9,2.7472709387086787,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4.065965686330205,2.118662275465494,0.0,3,9,4.811859091784608,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,2.54323848044334,0.862889957159011,0.0,3,9,3.215670696980807,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,2.0009393011461962,1.6331544166996743,0.0,3,9,4.173771681759713,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,3.2216240439537027,1.8885836740624455,0.0,3,9,4.46544823228481,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,2.931556337227987,4.245347418265032,0.0,3,9,6.789917272027262,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,5.178328158007307,3.5959414793857905,0.0,3,9,6.447226639445986,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,3.5258221708243718,2.583997552432231,0.0,3,9,4.742581571070474,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,2.1073971134272056,0.7371640819473421,0.2000000029802322,3,12,3.041470204584675,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3.117170813850648,0.3220834957137716,0.0,3,12,3.848443984760238,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,3.6107557233084933,1.921324662412282,0.0,3,6,4.795625270426607,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5.983906070134627,4.326513928776072,0.0,3,6,6.898684231855863,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.6321969313577835,1.1249295722147212,0.2000000029802322,1,11,2.5138180124300264,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,5.338244576101972,4.119199735932571,0.0,1,11,6.5727020180487274,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6,3.202225989021399,1.8547342474951702,0.0,3,1,4.481419385459471,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,2.9204697479246318,1.9271640895761912,0.2000000029802322,3,1,4.0458543503921796,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,2.4365913741762895,0.8712933599580156,0.0,2,12,3.144152311557585,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,2.163782689675317,0.8372474997629404,0.0,3,12,2.8970163469301413,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,5.459568502072925,2.8081971451055843,0.0,1,11,6.39857827921244,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3,1.9136820551750762,0.9439059193165007,0.0,3,5,2.62756296121466,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,2.530198619535567,0.45742483647602694,0.0,3,5,3.2839142324857957,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,5.87093119845823,5.405466260131684,0.2000000029802322,1,3,6.992959971188302,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,2.8805290296249417,2.3646205161806737,0.2000000029802322,1,3,3.9288407819518887,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2.5645646592869187,1.1249295722147212,0.0,1,3,3.218475735687924,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4,3.05120484519703,2.5748996970306925,0.0,1,3,4.441709615272941,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2,4.0072349692943865,3.724487899987563,0.0,1,3,5.303205379362672,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2,0.9604224440370656,0.6780335572728563,0.0,3,7,1.911022923913132,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,3.504096871295063,1.9837562889218399,0.0,3,9,4.243051921834341,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-2.7065824369428664,3.1603988918736885,0.4000000059604645,3,10,5.350292919446801,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,2.0436589203369766,2.781920026048249,0.2000000029802322,3,9,4.908056144481503,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1.4005916710854787,0.33647224087868755,0.0,3,11,1.9796211747841113,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,6.132086980228135,4.613634249270038,0.0,3,10,7.403487539558055,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,4.587006184283457,2.5634096760090963,0.0,3,10,5.602118820879701,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,2.3351684086245483,0.9242588939544881,0.0,3,3,3.0174937914635667,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
11,6.3178684366176,5.50031901156382,0.1000000014901161,3,11,7.8718147271861705,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7,3.9141207943742047,2.129421455841231,0.0,3,7,4.6798137289838575,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,2.555675729561372,0.7323679143456034,0.0,3,7,3.310542999471772,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,3.849624039512181,2.5533438410275884,0.0,3,7,4.593300010329405,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2.3733044294184307,1.5432981241939148,0.0,3,7,3.5768299033683215,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,3.6681154005927614,0.7466879542676503,0.0,3,7,4.958639956116108,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,4.833738996375563,4.113656843320605,0.0,3,7,6.724072811217227,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.7777180649216332,0.35767444927360426,0.2000000029802322,3,9,2.109000316144458,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2,-1.1191336345612792,0.43178243035909103,0.699999988079071,0,9,1.372702432735276,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2.385620233075699,2.3813962452135495,0.2000000029802322,0,8,3.3398891788733414,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3,1.823419596085217,1.0818051865157,0.2000000029802322,1,5,2.697865147269188,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,3.12298150537129,1.6620303589340135,0.0,3,10,4.363735403552779,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2,1.9113778788582805,0.5988364971587274,0.0,3,6,2.5463152958540918,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3,1.7086676316331681,1.6448050231321292,0.2000000029802322,1,4,3.83332604989474,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,0.8238244857071753,0.7975072087716788,0.2000000029802322,1,4,2.1829002745563777,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,-3.8549233810767434,1.4929041068935907,0.699999988079071,1,4,4.033709545301588,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.2113138591891174,0.11332868291217363,0.2000000029802322,1,4,0.8952713459505831,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7,-1.167329531488291,0.39204208052681006,0.2000000029802322,1,4,2.4350159122532786,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3,-3.3574474706575397,2.7880929087757464,0.4000000059604645,1,4,4.785673404612286,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4,2.5888461352033065,2.091864049904636,0.2000000029802322,1,9,4.953966118900555,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,4.502277698359636,4.735672015479371,0.2000000029802322,2,4,6.794837388193761,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,3.3654182238918033,1.4838747089214956,0.0,3,11,4.236422713766352,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
8,3.4095887417732245,1.93585978843105,0.0,3,11,4.146937038882491,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5,2.20805456218737,3.581850843144755,0.1000000014901161,3,12,5.901020020860095,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4.238923847002904,3.249599024145855,0.1000000014901161,3,12,5.893752505955657,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2.515759145943511,0.8878912357672357,0.0,3,12,3.3823543120012194,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,2.4327006407671656,1.3480731235289312,0.0,3,12,3.7125959583795103,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,4.043026706236487,3.5610461042784674,0.4000000059604645,3,11,6.175842335474307,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2,0.2914748753932943,0.3220834957137716,0.2000000029802322,1,12,1.3882923380847525,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,2.436101488977494,1.7191887627204694,0.0,3,9,3.6098362220027216,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.8594337269409746,0.576613348230831,0.2000000029802322,3,9,2.7695841921755155,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2.72780054323961,1.780024184061678,0.2000000029802322,3,5,4.167471071707869,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6,2.467590899762137,2.8690346681376235,0.2000000029802322,3,5,5.157352670973263,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1.7325047310823087,1.5539252065362912,0.2000000029802322,3,5,3.7465821512793127,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
10,5.348411452029109,5.120206901351785,0.1000000014901161,3,11,7.27919465273121,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
7,3.8387444973357856,2.1792868939106254,0.2000000029802322,3,6,5.160249944845276,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0.28788206328840477,0.2851789520930772,0.2000000029802322,3,6,1.6952485604447942,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,-2.6667836955701265,0.9707789117396207,0.699999988079071,3,6,2.9582380659580574,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1.4231083572227108,0.39877612635786647,0.2000000029802322,3,6,2.302585092994046,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10,2.653241951175182,1.3532544774703934,0.2000000029802322,3,6,3.7667660315884626,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7,4.011234658262617,2.5900171284671405,0.2000000029802322,3,6,5.161856009147489,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4,-2.009823460484905,3.6542879935484693,0.2000000029802322,3,6,6.2498980616221695,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2,4.133388976806293,2.951257739582145,0.0,3,8,5.7810521289797006,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4,1.785875506115594,1.8515994516184646,0.0,0,11,2.8970163469301413,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,3.373202510236546,2.842581085167748,0.0,0,11,4.109889751022429,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7,2.6328164652276485,0.9783261102452614,0.0,3,10,3.5295906143241798,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5,2.3182615716279806,0.7419373560826429,0.0,3,10,3.222867861335735,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1.7763411804717621,0.48242615218773194,0.0,3,10,2.4570214528360776,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,2.3878540760630393,1.3635373959488568,0.0,3,10,3.627801632990018,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1.2061504356846213,0.08617769952204186,0.0,3,12,1.7884205711520866,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,1.7791469175275383,0.7839015699564725,0.2000000029802322,3,5,2.7467579626945744,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-3.266465273698984,0.5988364971587274,0.800000011920929,3,9,2.8489709186648793,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,-2.177305302510256,0.1310282629292518,0.800000011920929,3,9,1.6992785780777009,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,-2.7528960713865103,1.8687205133076226,0.2000000029802322,3,9,4.250208099222771,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8,2.1371442726027983,1.3887912389402377,0.2000000029802322,3,10,3.6474322498857017,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-0.8374206736790057,0.21511137529080185,0.699999988079071,3,10,1.0550086438806732,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-2.261492198409607,0.6205764954160318,0.699999988079071,3,10,2.5025828141877104,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7.148337874556506,4.525693991094692,0.0,3,2,7.841091892984034,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5.191845139010589,3.9919426257866655,0.0,3,11,6.573959474608498,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,-5.934081678220049,3.056356895370426,0.5,3,6,6.1819609371348,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1.8630253284029157,0.1397619475581712,0.2000000029802322,3,6,2.806506943208851,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7,4.262186746146775,3.556204802362032,0.2000000029802322,2,11,5.415602502665375,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3,1.8927504440921097,0.5822156318401899,0.2000000029802322,2,11,2.806506943208851,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,-2.745756935637352,2.4114394636935956,0.2000000029802322,2,11,4.186376595711145,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5,4.926811524819657,3.7140597638037582,0.0,3,8,6.435268589022403,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1,0.6770177959648133,0.11332868291217363,0.0,3,8,1.1631508247068418,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.19868690712744239,1.0260415821605242,0.0,3,8,3.1346242525005192,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5,1.4033972704258064,1.2237754596713601,0.2000000029802322,3,11,3.735762996333046,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,1.9257657782125934,0.7884573820386862,0.0,3,3,2.5618676938675677,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5,-4.447907980929926,1.6900958295279285,0.6000000238418579,3,11,4.1890484838113595,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,1.8435609309664192,1.1118575028697841,0.2000000029802322,3,11,3.2043711138945574,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,-3.9569199137375004,0.4637339997377729,0.800000011920929,3,11,3.4983241339322304,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-3.396780968949533,2.7682041430792563,0.2000000029802322,3,11,5.185417361317255,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,-2.887968898942301,1.9169226402313053,0.2000000029802322,3,11,4.451832469073948,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,3.543550180151693,2.9606230687833737,0.4000000059604645,3,11,5.666115233602048,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
